feature,importance
dip_count,0.21064796278309608
flare_count,0.13344033894574853
period_power,0.04653190267432118
flux_skew,0.028556722042603937
largest_dip_depth,0.027504204805669757
flux_kurtosis,0.02725699499504165
flux_range,0.020094359207285296
largest_flare,0.017160664799726756
flux_std,0.014504461117469043
flux_mad,0.008138894328992428
num_periods,0.008099096153765854
dominant_period,0.007530718698333339
